1.000 	0.979 	0.960 	0.943 	0.929 	0.906 	0.874 	0.819 
1.000 	0.970 	0.943 	0.921 	0.903 	0.874 	0.840 	0.800 
1.000 	0.971 	0.945 	0.922 	0.904 	0.876 	0.846 	0.815 
1.000 	0.983 	0.967 	0.954 	0.942 	0.921 	0.887 	0.810 
1.000 	0.984 	0.968 	0.957 	0.946 	0.928 	0.902 	0.854 
1.000 	0.968 	0.940 	0.917 	0.897 	0.869 	0.828 	0.776 
1.000 	0.978 	0.959 	0.944 	0.930 	0.908 	0.876 	0.821 
1.000 	0.965 	0.936 	0.914 	0.895 	0.864 	0.827 	0.781 
